=== ЛОГ СЕРВЕРА 01.11 21:16 ===
Формат: Время Шаг | Параметры | Флаги
Параметры: Py1 Py2 Pre Gap VRPM V0R V1R M P
Флаги: SC=StartCap EC=EndCap GF=GapFeedback SF=SpeedFeedback
--------------------------------------------------------------------------------
T   7.2s S  72 | Pyr:  27.9 Pyr:  26.5 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   7.3s S  73 | Pyr:  29.7 Pyr:  28.9 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   7.4s S  74 | Pyr:  27.7 Pyr:  27.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   7.5s S  75 | Pyr:  27.9 Pyr:  27.2 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   7.6s S  76 | Pyr:  27.8 Pyr:  28.2 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   7.7s S  77 | Pyr:  27.2 Pyr:  29.8 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   7.8s S  78 | Pyr:  29.7 Pyr:  26.2 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   7.9s S  79 | Pyr:  27.5 Pyr:  27.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.0s S  80 | Pyr:  27.9 Pyr:  26.1 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.1s S  81 | Pyr:  29.4 Pyr:  26.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.2s S  82 | Pyr:  27.1 Pyr:  28.6 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.3s S  83 | Pyr:  27.6 Pyr:  29.5 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.4s S  84 | Pyr:  29.1 Pyr:  28.6 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.5s S  85 | Pyr:  26.1 Pyr:  27.1 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.6s S  86 | Pyr:  29.5 Pyr:  29.3 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.7s S  87 | Pyr:  29.8 Pyr:  26.2 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.8s S  88 | Pyr:  27.3 Pyr:  26.8 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   8.9s S  89 | Pyr:  26.9 Pyr:  26.5 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   9.0s S  90 | Pyr:  26.2 Pyr:  26.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   9.1s S  91 | Pyr:  30.0 Pyr:  28.0 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   9.2s S  92 | Pyr:  26.8 Pyr:  27.3 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   9.3s S  93 | Pyr:  27.4 Pyr:  26.3 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   9.4s S  94 | Pyr:  28.2 Pyr:  26.1 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:GapSpeed
T   9.5s S  95 | Pyr:  26.6 Pyr:  27.7 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T   9.6s S  96 | Pyr:  28.8 Pyr:  27.6 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T   9.7s S  97 | Pyr:  27.7 Pyr:  29.8 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T   9.8s S  98 | Pyr:  29.2 Pyr:  27.9 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T   9.9s S  99 | Pyr:  28.6 Pyr:  29.3 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.0s S 100 | Pyr:  28.7 Pyr:  29.9 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.1s S 101 | Pyr:  28.4 Pyr:  29.0 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.2s S 102 | Pyr:  26.1 Pyr:  29.3 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.3s S 103 | Pyr:  26.8 Pyr:  26.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.4s S 104 | Pyr:  28.9 Pyr:  27.4 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.5s S 105 | Pyr:  26.7 Pyr:  28.5 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.6s S 106 | Pyr:  28.2 Pyr:  27.3 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.7s S 107 | Pyr:  28.9 Pyr:  28.0 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.8s S 108 | Pyr:  29.0 Pyr:  29.9 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  10.9s S 109 | Pyr:  27.4 Pyr:  29.1 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  11.0s S 110 | Pyr:  26.3 Pyr:  28.9 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  11.1s S 111 | Pyr:  27.1 Pyr:  28.8 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  11.2s S 112 | Pyr:  26.8 Pyr:  27.9 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  11.3s S 113 | Pyr:  29.1 Pyr:  29.6 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  11.4s S 114 | Pyr:  27.0 Pyr:  27.6 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  11.5s S 115 | Pyr:  29.9 Pyr:  26.2 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  11.6s S 116 | Pyr:  27.0 Pyr:  29.6 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  11.7s S 117 | Pyr:  28.4 Pyr:  26.9 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
T  11.8s S 118 | Pyr:  29.8 Pyr:  27.5 Pre:   0.0 Gap: 320.0 VRP: 100.0 V0R: 100.0 V1R: 200.0 M:   0.0 P:   0.0 | F:LCapGapSpeed
